1270116352,1786295680
2066145280,1398385408
1512031488,1876785536
1005824064,1270116352
1398385408,442532736
824431104,1719879552
1937548672,363331840
363331840,1963216384
1347844096,1302889600
378782784,1876785536
442532736,2096183168
1876785536,772561920
1140284032,408905920
1942413184,1828063488
302393088,1719879552
1872264960,1368903168
2066145280,2109060608
607178368,581298688
1719879552,772561920
1872264960,1368903168
1876785536,2109060608
813757376,19759156
607178368,1666515328
1919255168,2109060608
105981088,1786295680
1371708928,47077300
378782784,1302889600
1140284032,1345771264
1005824064,1347844096
1876785536,941488640
1302889600,809815104
607178368,1942413184
2109060608,155005504
772561920,378782784
1942413184,813757376
1368903168,840109120
1828063488,1876785536
809815104,105981088
1492146688,1398385408
1919255168,1005824064
824431104,302393088
2109060608,941488640
408905920,813757376
1347844096,1963216384
1270116352,378782784
363331840,48694828
1719879552,408905920
1347844096,1512031488
1005824064,813757376
2109060608,813757376
1508874880,1278540160
824431104,1786295680
581298688,581298688
809815104,1942413184
1963216384,941488640
1786295680,408905920
1828063488,1719879552
1828063488,378782784
1512031488,1140284032
1345771264,824431104
607178368,1649954688
1270116352,1719879552
1140284032,1919255168
840109120,1786295680
267452080,840109120
1345771264,47077300
607178368,1963216384
105981088,19759156
1278540160,1786295680
1368903168,1347844096
1942413184,1666515328
2066145280,1398385408
19759156,1005824064
19759156,1872264960
1005824064,302393088
267452080,1347844096
48694828,267452080
248392336,302393088
1963216384,941488640
1786295680,1719879552
1345771264,1719879552
734468160,1338263296
1963216384,1649954688
1699387904,607178368
1786295680,1963216384
809815104,1666515328
1666515328,809815104
772561920,48694828
1876785536,1140284032
1368903168,47077300
941488640,1942413184
442532736,1345771264
1345771264,1828063488
1786295680,302393088
1786295680,302393088
1919255168,1719879552
1302889600,48694828
105981088,2109060608
1508874880,2109060608
302393088,1140284032
1140284032,1368903168
2066145280,363331840
1302889600,1512031488
1302889600,607178368
1005824064,1512031488
1828063488,302393088
1140284032,47077300
1719879552,1786295680
1302889600,581298688
824431104,1302889600
1786295680,2109060608
824431104,47077300
607178368,1347844096
1270116352,1876785536
809815104,248392336
378782784,607178368
19759156,47077300
1345771264,2096183168
1919255168,734468160
302393088,155005504
1492146688,1508874880
1942413184,105981088
19759156,1719879552
1666515328,824431104
1963216384,1140284032
1345771264,1371708928
442532736,1302889600
1140284032,1371708928
1005824064,248392336
581298688,1942413184
1005824064,302393088
47077300,813757376
248392336,267452080
1937548672,47077300
19759156,2096183168
248392336,2096183168
1270116352,1005824064
1512031488,363331840
1398385408,1345771264
1347844096,1270116352
813757376,581298688
607178368,824431104
941488640,48694828
1828063488,1512031488
1872264960,1719879552
1699387904,607178368
1828063488,1719879552
302393088,734468160
1368903168,363331840
581298688,1649954688
1371708928,1919255168
155005504,155005504
941488640,2096183168
1302889600,2096183168
378782784,442532736
1666515328,47077300
105981088,1828063488
1719879552,442532736
267452080,47077300
408905920,1371708928
155005504,840109120
1876785536,1368903168
1005824064,734468160
267452080,378782784
1338263296,734468160
941488640,1398385408
378782784,1919255168
1719879552,1347844096
809815104,1786295680
840109120,772561920
19759156,19759156
1338263296,1649954688
581298688,1347844096
1937548672,813757376
105981088,824431104
442532736,1347844096
1347844096,734468160
840109120,1719879552
1492146688,734468160
809815104,607178368
1278540160,581298688
1270116352,772561920
772561920,1786295680
2066145280,1666515328
1270116352,581298688
840109120,2066145280
1347844096,1512031488
1005824064,1919255168
1963216384,1719879552
1398385408,809815104
1398385408,1302889600
1005824064,2109060608
1508874880,813757376
1347844096,1270116352
1872264960,1347844096
19759156,824431104
1919255168,1719879552
1512031488,1398385408
1937548672,1345771264
1347844096,1828063488
47077300,48694828
363331840,1278540160
1876785536,248392336
824431104,607178368
1005824064,155005504
378782784,1368903168
1719879552,1786295680
1140284032,47077300
607178368,1512031488
267452080,1666515328
19759156,824431104
1347844096,408905920
302393088,105981088
2109060608,1347844096
1398385408,1347844096
1368903168,47077300
47077300,1338263296
1937548672,1140284032
1005824064,1963216384
1302889600,378782784
809815104,734468160
1270116352,1278540160
1302889600,1345771264
1942413184,1786295680
48694828,1512031488
1278540160,105981088
2109060608,1005824064
1919255168,47077300
442532736,1371708928
1508874880,1398385408
581298688,1919255168
734468160,1338263296
1270116352,809815104
1872264960,1876785536
772561920,1270116352
363331840,47077300
1345771264,2066145280
47077300,1347844096
1371708928,1666515328
248392336,2109060608
1345771264,1368903168
1828063488,1512031488
607178368,19759156
1345771264,734468160
1492146688,1492146688
155005504,1828063488
1270116352,1942413184
734468160,1302889600
1786295680,105981088
2066145280,363331840
1876785536,1347844096
1302889600,47077300
302393088,19759156
772561920,607178368
1719879552,1919255168
1492146688,1368903168
19759156,1005824064
941488640,2109060608
1942413184,1786295680
813757376,155005504
1937548672,1786295680
1828063488,1919255168
47077300,363331840
581298688,1719879552
1828063488,155005504
1719879552,1345771264
1492146688,772561920
1492146688,155005504
1919255168,1368903168
1492146688,1270116352
2066145280,1872264960
302393088,1699387904
2066145280,1512031488
1270116352,248392336
1368903168,772561920
1699387904,2096183168
1512031488,824431104
1666515328,267452080
581298688,155005504
1398385408,1302889600
813757376,2109060608
1872264960,1942413184
1919255168,840109120
1492146688,1492146688
248392336,1368903168
1937548672,1398385408
1963216384,1302889600
248392336,1876785536
607178368,840109120
1942413184,824431104
607178368,442532736
1872264960,1937548672
47077300,1649954688
1666515328,1140284032
1005824064,363331840
1140284032,734468160
941488640,1919255168
1876785536,824431104
248392336,363331840
378782784,1786295680
19759156,48694828
607178368,1398385408
809815104,1666515328
1786295680,813757376
302393088,607178368
941488640,363331840
1942413184,248392336
772561920,47077300
1719879552,2096183168
824431104,1649954688
1270116352,809815104
19759156,581298688
105981088,19759156
581298688,1347844096
1302889600,1270116352
1963216384,941488640
1919255168,1649954688
1278540160,2109060608
607178368,734468160
2096183168,1005824064
